groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
4o,Team designs batch using 1 material,Player,380,I like the idea of fulfilling the wants of the internal consultants but they also only focus on two attributes so it would be hard to get a good all around product,0,0,0,1,0,0,4,32
4o,Team designs batch using 1 material,Player,378,"yes I believe that we should find a baseline prototype and set that as prototype 1. from there, we add different attributes to change it's effectiveness. This would allow us to see just how effective each attribute is",1,1,0,0,0,0,6,38
4o,Team designs batch using 1 material,Player,381,"I agree, that will let us see the changes",0,0,0,0,0,0,5,9
4o,Team designs batch using 1 material,Player,380,"Agreed, what does everyone think the baseline prototype should be?",1,1,1,0,0,0,4,10
4o,Team designs batch using 1 material,Player,378,"No Surfactant, CNT at 4% with separate processing methods to see just how each processing method effects the unit was Elaine's proposition earlier and I liked that",0,0,0,0,0,0,6,27
4o,Team designs batch using 1 material,Player,379,Thats fine with me,0,0,0,0,0,0,5,4
4o,Team designs batch using 1 material,Player,380,Yeah that works with me,0,0,0,0,0,0,4,5
4o,Team designs batch using 1 material,Player,379,Which processing methods do we want to use?,0,0,1,0,0,0,5,8
4o,Team designs batch using 1 material,Player,381,okay so what if we used Vapor vs. Dry-jet wet for the two processes because those were the two most cost effective in our research we were given,0,0,0,0,1,0,5,28
4o,Team designs batch using 1 material,Player,378,yes that sounds good,0,0,0,0,0,0,6,4
4o,Team designs batch using 1 material,Player,379,yeah that should work,0,1,0,0,0,0,5,4
4o,Team designs batch using 1 material,Player,382,"Sounds good to me. we can test Tyler's with Vapor, Steric hindering, and 1.5% CNT?",0,0,1,0,0,0,4,15
4o,Team designs batch using 1 material,Player,380,"That would work, and then what do we want as our other two?",0,0,1,0,0,0,4,13
4o,Team designs batch using 1 material,Player,381,"I'm fine with that, but then I think our fourth prototype should follow the exact same specifications but change the surfactant to hydrophilic to test its affects since it seems like we used either steric or hydrophilic in our prototypes",0,1,0,0,1,0,5,40
4o,Team designs batch using 1 material,Player,378,and then the fifth would be with a steric hindering surfactant,0,0,0,0,0,0,6,11
4o,Team designs batch using 1 material,Player,381,Should we try raising the CNT % on the fifth as well?,0,1,1,0,0,0,5,12
4o,Team designs batch using 1 material,Player,379,Yeah I think we should raise that one.,0,1,0,0,0,0,5,8
4o,Team designs batch using 1 material,Player,381,"so the third is tyler's #2, then our fourth is the same specifications with hydrophilic, and then the fifth is tyler's #2 again with a higher CNT %?  is that right? and what % should we try? I'm thinking maybe 4 or 6%",0,1,1,0,1,0,5,43
4o,Team designs batch using 1 material,Player,382,We should test a couple at 1.5% i think because at that percentage we have the highest flux rating. Then we can change a different factor to see how it affects that,0,1,0,0,1,0,4,32
4o,Team designs batch using 1 material,Player,380,Yeah I think we could go 6%,0,0,0,0,0,0,4,7
4o,Team designs batch using 1 material,Player,381,yes we will have 3 and 4 at 1.5% CNT,0,0,0,0,0,0,5,10
4o,Team designs batch using 1 material,Player,378,Elaines #5 would work for the 6% CNT concentration prototype,0,0,0,0,0,0,6,10
4o,Team designs batch using 1 material,Player,382,sounds good,0,0,0,0,0,0,4,2
4o,Team designs batch using 1 material,Player,380,So do we want dry-jet wet instead of vapor for the last one?,0,0,1,0,0,0,4,13
4o,Team designs batch using 1 material,Player,379,I think that we should keep it vapor because we don't want to change too many variables.,1,1,0,0,0,0,5,17
4o,Team designs batch using 1 material,Player,381,agree,0,0,0,0,0,0,5,1
4o,Team designs batch using 1 material,Player,378,then we'll have to create another prototype quick through feeds.. ill take care of it,0,0,0,0,0,0,6,15
4o,Team designs batch using 1 material,Player,380,"I agree, so a little bit different than Elaine's number 5",0,0,0,0,0,0,4,11
4o,Team designs batch using 1 material,Player,378,Its my #6,0,0,0,0,0,0,6,3
4o,Team designs batch using 1 material,Player,382,Does only one person need to make a batch and we all use that? is that how this works?,0,0,1,0,0,0,4,19
4o,Team designs batch using 1 material,Player,378,If we put it into the shared space then i believe we can all use it,0,0,0,0,0,1,6,16
4o,Team designs batch using 1 material,Player,380,yeah we just need to add our 5 designs into the batch,0,0,0,0,0,0,4,12
4o,Team designs batch using 1 material,Player,382,okay,0,0,0,0,0,0,4,1
4o,Team designs batch using 1 material,Player,382,if someone wants to give me a quick list of the titles and who made them i can make the batch.,0,0,0,0,0,1,4,21
4o,Team designs batch using 1 material,Player,378,Prototype 1: Elaine #1,0,0,0,0,0,0,6,4
4o,Team designs batch using 1 material,Player,381,2: Elaine #2,0,0,0,0,0,0,5,3
4o,Team designs batch using 1 material,Player,378,Prototype 2: Elaine #2,0,0,0,0,0,0,6,4
4o,Team designs batch using 1 material,Player,378,Prototype 3: Tyler #2,0,0,0,0,0,0,6,4
4o,Team designs batch using 1 material,Player,378,Prototype 4: #4Danny,0,0,0,0,0,0,6,3
4o,Team designs batch using 1 material,Player,378,Prototype 5: Tyler #6,0,0,0,0,0,0,6,4
4o,Team designs batch using 1 material,Player,382,"Okay I made it, you can double check i picked the right ones just to be sure",0,1,0,0,0,1,4,17
4o,Team designs batch using 1 material,Player,379,It looks good,0,0,0,0,0,0,5,3
4o,Individual analysis of first batch,Player,378,Did everyone else receive the next task? I didn't..,0,0,1,0,0,0,6,9
4o,Individual analysis of first batch,Player,380,"We didn't get any results for one of our five prototypes. The one that was Vapor, Hydrophilic, with 6.0 CNT%",0,0,0,0,0,0,4,20
4o,Individual analysis of first batch,Player,380,We don't have results for one of our prototypes,0,0,0,0,0,0,4,9
4o,Individual analysis of first batch,Player,382,I just wrote in my notebook that we got zeros for everything in that prototype and in my refection i talked about how something may have went wrong with it,0,0,0,0,0,0,4,30
4o,Reflection team discussion of first batch results,Player,379,Good morning everyone,0,0,0,0,0,0,5,3
4o,Reflection team discussion of first batch results,Mentor,367," Okay everyone, let's get going. I want to hear from all of you in this meeting. ",0,0,0,0,0,0,4,16
4o,Reflection team discussion of first batch results,Mentor,367,"Now that your team has received the batch results, was it a successful trial?",0,0,1,0,0,0,4,14
4o,Reflection team discussion of first batch results,Player,378,I would say so.. I would have just really liked to see how the 5th prototype would've preformed.,0,1,0,0,0,0,6,18
4o,Reflection team discussion of first batch results,Player,382,I think it went well. We didn't get any results for one prototype though.,0,0,0,0,0,0,4,14
4o,Reflection team discussion of first batch results,Player,381,"yes, it helped me to see the effects the different attributes had on the filter",0,0,0,0,0,0,5,15
4o,Reflection team discussion of first batch results,Player,379,"I agree the trial was successful, but we didn't know how one of the prototypes preformed which would have been nice to see.",0,1,0,0,0,0,5,23
4o,Reflection team discussion of first batch results,Player,381,is it possible we didnt get results maybe because the nanotube % was too high?,0,0,1,0,1,0,5,15
4o,Reflection team discussion of first batch results,Player,380,"Yeah, we were able to see how much different attributes affected the performance of the product",0,0,0,0,0,0,4,16
4o,Reflection team discussion of first batch results,Mentor,367,What did you discover about the design problem?,0,0,1,0,0,0,4,8
4o,Reflection team discussion of first batch results,Player,382,It may have been the CNT % was too high,0,0,0,0,0,0,4,10
4o,Reflection team discussion of first batch results,Player,381,one thing I noticed was the difference in the processes not only could affect the cost but also flux and reliability,0,0,0,0,0,0,5,21
4o,Reflection team discussion of first batch results,Player,378,Yes the dry jet processing was a lot better in creating a more effective product,0,0,0,0,0,0,6,15
4o,Reflection team discussion of first batch results,Player,378,but was also more expensive per unit,0,0,0,0,0,0,6,7
4o,Reflection team discussion of first batch results,Player,380,It was difficult to design a prototype that did not have any drawbacks,0,0,0,0,0,0,4,13
4o,Reflection team discussion of first batch results,Player,379,I found it useful to fully be able to see the difference in each component and it would effect the total outcome of the prototype.,0,0,0,0,0,0,5,25
4o,Reflection team discussion of first batch results,Player,378,yes they were very useful for finding the differences between each attribute,0,0,0,0,0,0,6,12
4o,Reflection team discussion of first batch results,Player,382,i agree,0,0,0,0,0,0,4,2
4o,Reflection team discussion of first batch results,Mentor,367,What do you know now that you didn't before about how different design choices affect the properties of a device?,0,0,1,0,0,0,4,20
4o,Reflection team discussion of first batch results,Player,379,I didn't know that the different processing systems would effect the flux of the machine.,0,0,0,0,0,0,5,15
4o,Reflection team discussion of first batch results,Player,381,They also affected the reliability which I did not expect,0,0,0,0,0,0,5,10
4o,Reflection team discussion of first batch results,Player,380,The extant to which the processing techniques had an impact,0,0,0,0,0,0,4,10
4o,Reflection team discussion of first batch results,Player,382,How much results could change from switching different aspects of the design,0,0,0,0,0,0,4,12
4o,Reflection team discussion of first batch results,Player,378,correct,0,0,0,0,0,0,6,1
4o,Reflection team discussion of first batch results,Player,380,Good,0,0,0,0,0,0,4,1
4o,Reflection team discussion of first batch results,Player,379,sounds good,0,0,0,0,0,0,5,2
4o,Reflection team discussion of first batch results,Player,382,Yes,0,0,0,0,0,0,4,1
4o,Reflection team discussion of first batch results,Player,381,yes,0,0,0,0,0,0,5,1
4o,Reflection team discussion of first batch results,Mentor,367,How did you decide on the 5 devices that you just received results for?,0,0,1,0,0,0,4,14
4o,Reflection team discussion of first batch results,Player,378,We started with a base prototype that we though would be effective and changed singular attributes to see the effects of those attributes.,1,0,0,0,0,0,6,23
4o,Reflection team discussion of first batch results,Player,380,"We wanted a couple devices that would be high performing, and a few that isolated certain aspects so we could see the influence they had on performance.",0,0,0,0,1,0,4,27
4o,Reflection team discussion of first batch results,Player,381,"We wanted to make changes, but at the same time just slight variations off of each filter so comparing the results we would be able to notice the effects.",1,0,0,0,0,0,5,29
4o,Reflection team discussion of first batch results,Player,382,We wanted to see the results of changing factors of the design and based our changes off consultants requests,0,0,0,1,0,0,4,19
4o,Reflection team discussion of first batch results,Player,379,Started with two control prototypes testing the different processing systems and then continued to change the different attributes around those two base models.,1,0,0,0,0,0,5,23
4o,Reflection team discussion of first batch results,Mentor,367,Why did you choose these devices?,0,1,1,0,0,0,4,6
4o,Reflection team discussion of first batch results,Player,379,"We choose these prototypes because they gave us a good view of the different processing systems, surfactants, and % nano-tubing which will help us choose the best option for our final design.",0,1,0,0,1,0,5,32
4o,Reflection team discussion of first batch results,Player,381,We chose these devices so we could better understand why certain surfactants made such improvements on aspects and how the nanotube % would affect the filter's performance.,0,1,0,0,1,0,5,27
